id	p1	median_age	area	developed_land	residential_density	land_use_proximity	age_death	singlefamily_property_value	year_built	commercial_permits	commercial_year_built	gas_consumption	heated_sqft	commute_time	drive_alone	dropout_rate	change_residential_property_value	impervious_surface	unexcused_absences	transit_proximity	rental_units	foodstamps	foreclosures	employed_6_months	median_household_income	grocery_stores	medicaid	housing_units	part_time	new_building_permits	structures_in_floodplain	water_consumption	fire_calls	births_to_adolescents	growth_3_5	growth_6_8	growth_9_12	proficient_9_12	proficient_6_8	proficient_3_5	residential_reno_permits	north_carolina_health_choice	tree_canopy	bicycle_friendly	energy_consumption	adopt_a_stream	commercial_building_sqft	street_connectivity	juvenile_incidents	streets_adopted	nuisance_violations	animal_control	residents_on_committees	neighborhood_organizations	code_violations	near_public_outdoor_recreation	near_medicaid_or_free_clinic	property_crime	residential_recycling	sidewalks	violent_crime	registered_voters	voter_participation	white	black	asian	group_population	other_population	neighborhood_schools	owner_occupied	near_drugstore	public_transit	residential_vacant	no_highschool_diploma	rent	private_schools	grants	commercial_code_violations	commercial_property_value_change	preschool_programs	school_aged_programs	subsidized_housing	zoning_violations	waste_generation	residential_vacant_rate	residential_tree_canopy	hispanic
372	11123	34	2000	92.2	2.1		73	180934	1999		1996	57	2339	49.5	81.5	0.5	0.1	16.4	7.1		7.4	4.1	1.1	4.7	87613	21.3	3.7	4229	42.7	15	2	7	0.011	0.3	67.6	61.2	62.8	79.3	77.1	82.8	63	1.2	31.8	1.5	1050	0	126343	1.1	603	1.38	134	315	4	2	0	17.5	0	899	69.9	82.3	36	83.8	46	67.6	23	4.6	0	1.8	93.5	87.4	9.9	0	12	2.9	1018	26.7				2	1	0.1		36.7	4.3	28.9	5.1
373	2386	46	858	98.6	1.3		77	297574	1967	8520	1986	64	2692	41.9	83.2	2.2	3.4	20.6	4.2	70	9.8	1.1	0.1	6.5	67317	20.7	1.3	1109	54.5	2		7.8	0.033	0	61.9	75.8	54.6	85.7	90.9	97.5	44		64.6	1.6	1274	22	114629	1.2	196	0.29	45	96	2	2	4	71.7	0	754	75.6	34.7	0	98.2	60.7	93.4	3	1.3	0.5	0.8	61.4	89.6	27.4	25	29	5.6	1080	33.8				2	2	0.5		54.9	6.8	73.4	2.8
374	2269	45	417	80.3	2.8		67	69290	1960	8170	1967	56	1122	16.4	70.6	7.8	-0.2	15.9	15.5	100	48.7	45.9	1	12	23905	64.2	30.4	1148	61.7	2		4.9	0.054	10.8	59.6	50.8	56	55.3	34.3	40.7	34	6.6	52.2	1.7	982	0	117815	1.3	828	0.98	499	316	2	3	37	100	0	7580	30.6	44.9	2336	83.5	42.9	4.1	88.4	1.5	0.2	3.9	69.9	43.3	0	235	255	17.7	859	0				3	3	13.8		30.4	15.5	55.6	8.7
375	2481	41	995	97.8	0.9		78	623528	1982		1995	77	3888	17.5	83.9	0	3.5	14.7	2.2	75.4	3.7		0.4	6.2	145888	41.2	0.2	859	52.8	9	19	13	0.019	0	57.5	63.9	45.8	93.9	94.6	100	40		49.5	1.7	2332	25.2	105045	1.2	0	0	9	45	4	3	1	61.6	0	726	81.3	28.1	0	99.9	62.3	95.1	1.3	2	0	0.3	84.8	92	37.6	5	20	0.9		43.9				0	0	0		55.9	2.7	59	1.2
376	3635	32	1156	79.3	1.2		67	103261	1992		1980	49	1745	39	74.9	4	-3	8.9	9.2	74.5	13.5	13.4	1.8	7.2	58631	21.6	9.8	1432	42.1	8	3	6.3	0.017	2.9	66.7	67.5	54.3	72.6	64	68.8	7	4.8	49.3	1.3	1221	0	114858	1.1	428	0	85	158	2	3	4	37.5	3.9	2971	53.9	29.1	165	81.4	43.2	52.7	38.2	2.8	0	3.6	67	86.5	11.9	33	86	17	1110	16.9				4	3	0.6		29.2	6.8	47.1	7
377	4982	30	1087	88.7	1.8		66	154410	2002		1996	54	2525	48.7	84.4	0.4	-1	11.3	9.8	5.2	8.9	10.9	1.7	8.1	67344	3.6	8.6	1955	45.8	30	5	6.6	0.01	1.9	57.7	64.3	54	62.5	64.4	70.5	8	3.9	38.9	1.4	1150	16.8	39572	1.1	62	0	148	131	4	2	5	36.9	0	943	59.7	62.4	60	76.6	49.9	32.5	55.5	5.2	0	3.6	61.2	87.8	3.2	0	92	7.5	1510	14.8				4	3	0.3		28.9	4.9	33.2	9.1
378	3993	37	915	96.1	2.3		77	282587	1951	4150	1959	53	1776	19.3	83.3	4.4	4.9	18.9	6.7	100	17	5.6	0.7	9	81074	39.7	3.9	2105	38.5	4	26	5.5	0.023	0	76	62.8	58.8	91.3	80.9	82.3	67	1.5	65.5	1.9	1034	25.1	754709	1.4	344	0	307	299	8	1	7	100	19.7	3757	60.7	58.7	200	88.3	50.7	86.2	8.3	1.6	0	1.1	17	71.4	64.8	227	55	4.4	843	26.7				2	2	0.3		41.3	8	78.1	3.2
379	4029	42	1094	93.8	1.2		77	450605	1995		2004	85	3739	58.9	82.4	1.6	1.9	16.6	2.8		3	0.5	1	10	170211	15	0.8	1304	53.5	2	56	15.2	0.01	0	74.4	82.3	58.9	95.6	97.8	94.8	67		45	1.3	1967	0	141983	1.1	75	0	23	57	2	2	0	42.5	10.2	596	75.8	60.7	0	99.9	54.8	88.5	4	5.9	0	0.4	96.8	97.9	35.7	0	26	0		35.9				1	0	0		52.3	2.8	49.9	3.1
380	5426	42	1886	96.8	1		70	409894	1990		1986	76	3525	48.2	77.8	0.3	2.1	11.8	2.7	3.4	4.2	0.8	0.9	8.9	141867	5.3	1.5	1817	50.5	11	8	11.2	0.009	0	80.3	61.7	69	96.6	94.8	97.9	83	0.4	70.2	1.4	1875	0.3	2942	1.1	292	0	62	118	3	2	0	65	6.5	590	78.7	21.4	37	99.9	53.1	87.7	3.5	5.7	0	0.6	94.4	96.7	6.4	0	43	0.7		19.7				0	0	0		40.2	3.7	73.6	3.4
381	2933	32	493	97	3.5		73	200165	1949	11559	1963	42	1385	15.5	85.7	5.6	4.2	25.6	16.1	99.7	25.1	13.6	0.8	5.3	57915	65.7	9.6	1750	36.5	3		5	0.022	3.2	57.9	76.9	51.6	59.6	56.8	48.2	24	3.4	40.6	1.8	826	0	343524	1.3	3219	0	320	182	2	3	6	96.5	0	3648	54.9	56.5	409	70.1	38.4	74.6	16.3	3	0	3.8	64.6	43.6	47	531	17	10.5	827	15				0	1	7.5		43	8.4	48.1	6.8
382	2762	24	434	85.4	2.2		67	93111	1952	2997	1960	50	1097	34	45.5	9.9	4.9	20.3	27	100	53.1	29.8	2.2	26.8	21159		21.6	948	89.7	3	21	4.5	0.025	8.9	65.5	55.3	61.9	61.4	33.3	53.7	32	3.7	48.1	1.8	928	10.3	656558	1.4	1220	1.7	762	265	0	7	44	100	66.9	4598	34.2	71	1086	73	23.6	7.5	83.6	0.7	32.4	2.6	60.9	38.3	0	387	176	37.8	586	0				3	4	15.1		26.7	23.1	64	8.5
383	3722	34	620	96.7	2.6		68	156706	1964		1977	50	1499	31	67.5	3.5	2.7	28.5	14.1	94.9	15.7	20	1	6.2	44946	24.4	17.6	1596	40.3		13	5.8	0.017	4.4	44.3	60.8	38.5	52.5	57.4	49.2	19	6.3	41.1	1.7	920	0	755178	1.3	522	0.28	627	247	0	0	9	65.9	54.4	4030	59.7	47.6	564	56.7	42.9	55.6	16.4	4.1	0	19.5	71.8	56.4	30.2	84	3	19.4	852	1				2	1	2.9		45	10.8	54.1	33.6
384	2243	32	348	92.5	4.2		86	241652	1927	20103	1956	94	1498	14.7	55.8	11.1	1.7	38.2	10.9	100	26.3	6.4	1.4	8.4	48464	55.5	4.4	1465	32.8	4	10	4.9	0.057	0	20	66.7	50	60	50	62.5	6		17.6	2	817	66.1	8158147	1.6	0	0.02	61	73	3	2	2	100	52.9	7980	53.2	76.3	713	52.2	34.4	61.5	31.9	3	36.1	0.8	46.6	44.8	63.6	1917	28	5.8	1112	0				2	1	3.2		50.7	17.3	25.4	3.3
385	4524	32	792	89.6	2.5		63	65150	1954	21631	1960	57	1093	23.6	67.8	4.8	0.8	19	18.9	100	46.2	51.7	1.8	20.2	23826	3.5	34.3	2015	67.2	4	2	5.2	0.033	13.1	64.9	57.8	62	55.8	41	44.7	23	9.3	50.1	1.4	1289	0	752188	1.2	4758	1.5	516	491	0	7	45	85.2	0	6034	39.5	19	1017	70.8	31.1	16.5	69.3	7.2	0	3.9	66.8	38.1	0.3	344	163	29.5	712	1.5				6	7	19.2		28.5	15.7	62.1	6.3
386	1556	36	278	89.3	3		62	120572	1948	1501	1956	46	1090	38.7	64.4	6.7	10.3	16.5	17.2	100	44	40.8	0.8	32.1	28307	26	29.7	846	61.3	3		4.3	0.028	0	53.1	51.4	50	50	46.3	37.5	20	4.2	66.6	2.2	995	20.6	215879	1.5	3583	0	286	207	0	1	22	100	25.7	8483	38	58.7	514	86.1	34.6	16.1	76.6	2.1	0	2.8	59	46.1	31.1	86	71	26.9	854	0				1	1	5.9		30.3	18.4	80.8	4.1
387	2503	44	1792	78.7	0.5		65	78013	1965	24852	1978	51	1134	18.2	76.7	4.6	-0.9	28.5	14.9	100	34.3	43.1	1.4	17.7	36229	29.2	31.4	951	61	4		5.8	0.061	18.5	73.2	58.8	61.8	50	46.9	43.9	7	12.8	37.2	1.5	1009	6.4	5105254	1.4	6637	1.32	544	310	1	2	22	97.4	35.4	16620	47.4	28.9	1318	77.4	36.3	20.1	69.4	5.1	0.5	2.4	63.5	50.9	58.6	404	86	25.2	629	2.1				3	4	18.3		33.9	9.8	57.3	6.2
388	1473	32	397	92.7	2.1		65	158580	1943		1974	55	1297	19.4	71.2	11.9	13.3	24.1	21.5	100	42.2	30.1	1.7	12.4	52303		21.2	839	43.8	1	24	4.6	0.035	7.7	57.1	55	68.8	57.1	65.1	58.7	15	6.8	45.7	1.9	960	2.5	1275563	1.6	338	0	296	181	3	0	7	99	0	7807	39.5	64.8	1494	80.8	38	31.4	65.2	1	1.4	0.5	59	48.9	38.6	844	60	13.6	712	7.4				2	1	1.9		30.7	18.6	66.8	2.4
389	8893	38	1103	98.6	3		73	99127	1966	6074	1973	56	1457	43.4	71.4	1	0.4	21.4	12.4	100	25.2	23.3	1.2	7.3	34375	16.1	19.7	3313	45.7	1	5	6.1	0.018	8.3	74.4	59.1	77.2	66.2	61.2	63.5	20	6.3	54.4	1.9	1028	6.2	287603	1.3	871	0.07	1443	547	0	1	15	91.3	0	2688	50.8	29.3	416	50.7	42	41	27.9	5.4	3.1	22.1	53.7	42.8	18.9	578	17	27.6	794	4				6	6	3.2		33.5	9.5	59.2	31.7
390	1397	33	267	92.9	3		72	136819	1961	9034	1964	40	1201	32.9	77.2	2.6	3.7	25.5	13.6	100	33	23	1.3	7.4	31894	17.2	17.3	791	54.4			4	0.032	1.8	52.9	63.6	41.7	55.6	48.2	55.9	1	7.5	51.1	1.6	789	0	617771	1.2	0	0	116	94	2	0	5	56.1	0	3865	50.7	75.9	644	62.1	35.1	55.9	21.4	16	0	4.2	79.5	44.4	92.9	119	13	31.1	599	39.8				2	2	1		40.5	8.8	59.9	6.2
391	2285	43	562	98	1.7		75	226846	1974		1965	63	2312	22.6	84	0	1.9	17.6	6.4	20.7	8	2.8	0.6	15.6	87552		2.7	972	49.2			7.3	0.01	1.4	64	52.9	63.6	89.7	91.4	77.1	33	1	65.9	1.8	1146	0	66880	1.2	333	0.24	38	83	1	1	0	81.4	0	525	69.7	41.1	44	97.8	59.7	88.5	7.1	1.2	1.5	1.4	56.4	93.2	0	0	5	13.8		15.5				0	0	0		55.4	4	68.9	3.9
392	8781	41	1471	98.3	2.8		77	649041	1955	192032	1962	82	3008	10.5	84.3	0	2.3	26.7	3.1	100	7.5	0.7	0.1	11	141134	52.3	0.8	4041	45.5	27	248	11	0.029	0	84.5	76.9	70.7	93.2	99.2	97.6	143		51.2	2	1428	41	1609373	1.4	46	4.06	186	160	11	3	8	99.5	36	1617	67.1	87.3	46	83.4	59.7	94.7	2.6	1.3	8.6	0.3	74.7	79.6	27	216	61	0.2	1058	48.5				3	2	2.5		50.2	9.8	54.1	1.8
393	4919	33	998	99.3	2.9		73	193610	1958	8772	1979	54	1576	21.8	77	5	6.3	29.8	12.8	99.9	18.2	10	0.2	9.4	52947	56.2	8.7	2925	42.6		128	5.5	0.024	3.4	67.1	67	57.1	68.8	64.3	74.6	44	5.9	36.4	1.9	801	30.9	1532169	1.4	382	0.53	549	236	2	3	6	93.5	46.9	4289	49.6	33.8	407	83	42.5	80.9	6.5	2.6	0	8.3	54.6	68.4	32.8	859	10	9	1013	7.5				5	5	2.9		40.7	8.6	49	15.3
394	2546	39	392	91.5	3.6		81	159476	1965		1977	47	1695	22.3	79.9	1.2	3.3	23	16.8	97.6	20	14.9	0.8	4.8	40380		11.5	1430	42	1	2	5.6	0.015	1.3	57.5	79.6	54.8	72.3	78.8	72.1	14	4.8	63.4	1.6	847	0	243403	1.2	0	0	95	99	1	2	7	56.8	11.3	2278	49.8	38	196	63	47.1	62.4	27.1	1.7	7.1	5.6	82.3	42.8	9.4	9	20	11.9	714	10.2				1	1	0.9		39.4	12.4	69.9	11.3
395	1506	44	634	89.3	1		77	186549	1984	4210	1999	52	2103	51.8	77.7	3.2	0.7	22.3	5.8	100	12.1	5.8	0.3	17.1	73750	18	5.1	651	48	4		7.4	0.039	8.7	80	65.1	60	80	78.3	69.2	15	6.1	48.4			4.3	959214									45.5	52.7	3386				84.4	50.7	80.9	8.2	4.6	0	3.8	88.3	94.5	28.7	0	25	5.3	1672	12.9				0	0	0			5.2	56.6	7.8
396	2526	42	4521	65.3	0.2		72	182280	1985		1988	54	1915	43.1	83.7	2.1	3.7	2.4	8.1		16	8.8	1	7.5	59454		9.5	972	46.2	1	3		0.009	5.8	64.3	61.3	82.9	97.7	81.2	85.3	18	4.7	61.4			0	14375									0	0					79.5	43.9	90.5	3.7	0.9	0	2.1	86.7	89.3	0	0	245	4.4	940	14.4				1	1	0.1			5.6	56.6	5.9
397	1500	29	151	94.1	6.1		79	174067	2001		2003	35	1898	30.2	96.5	10	4.2	39.1	8.8	100	43.6	3.6		14.8	52060	2.5	3.1	922	37.4			4	0.014	6.7	14.3	100	62.5	100	61.9	71.4		3.6	13.3			0	396902									60.1	0	1733			333	44.6	27.6	83.9	10	3.7	0	1.1	93.6	10.4	99.5	2	1	0	974	51				1	1	0			8.1	16.8	4.3
398	464	51	281	80.7	1.3		76	140993	2003		1995	37	1687	26.7	79.1		1.6	7.2	16.7	93.8	25	5.4	2	0	47917		6	349	57.3	7		4.5	0.037	0						66.7	3		56.1			0	146972									100	47.3	4526			431	71.4	44.6	90.3	5.6	1.7	0	0.6	94.4	79.8	0	1	18	6.9						0	0	0			9.2	22.6	3.7
399	1862	34	653	68.6	1.6		71	243778	1999	2701	2000	55	2068	33.4	71.1	0	4.1	17.1	5.1	99.1	15.4	3.3	0.4	4.1	82563	62.9	3.5	1030	47.3		4	6.5	0.021	0	58.6	69	53.3	95.8	91.7	83.3	6	2	38.1			0	888040									100	56.5	1504			107	63.8	38.8	87.5	6.7	2.4	0	1.7	94.4	36.6	82	246	11	12.1	792	0				0	0	0			8.4	27.9	5.3
400	2478	47	665	91.8	1.3		67	287315	1990		1983	60	2827	51.8	76.2	0	1.7	13.4	1.6		3.9	1.7	0.2	8.3	108269		1.5	879	47.7	2	2	9.4	0.004	0	64.8	72.9	73.8	94.1	93.6	92.9	37	1.1	58.3			0	3072									95.3	0	565				99.9	54.5	89.1	2.4	6.9	0	0.3	96.4	97.8	0	0	20	2.6		16.3				0	1	0			1.6	61.1	1.4
401	2089	39	910	93	0.9		67	179805	1985		1988	56	1954	36.1	80.8	1.6	1.8	11.5	3.2	39.5	7.7	5.1	0.8	5.5	81058	8	5.3	821	43.1			7.2	0.013	4.4	82.1	61.9	73.3	89.5	84.6	87.9	26	6.2	55.1			0	169821									36.8	20.3	1245				87.9	48.9	86.5	7	1.1	0	3	95.2	81.4	8.8	0	17	8.4	711	12.3				0	0	0			4.5	62.6	7.5
402	1547	43	988	75.3	0.6		74	191510	1985		2000	52	2077	44.4	81.9	3.9	1.7	6.7	5.5	1	10.1	3.4	1	16.4	78450	8	3.6	577	55.8			6.8	0.017	0	84	62.3	50	73.7	84.9	88.6	20	3.5	60.8			0	134345									0.2	0	646				93.8	54.4	87.5	6.3	2.1	0	2.5	94.6	93	1.9	0	16	5.6	1159	10.6				0	0	0			4.6	63.6	3.9
403	1627	40	1822	72.4	0.3		73	280758	1987		1999	62	2731	56.3	88.7	1.3	1.8	5.4	2.6	29.2	10.3	4.5	1.3	10.5	107059	14	4.1	606	56.7	4		8.4	0.015	0	75	67.2	81.5	95.2	89.1	91.7	12	3.4	58.9			0.7	150423									0.2	4.6					88.8	52.2	86.5	6.8	2.5	0	2	87.8	90.9	9.6	25	112	4.9		14.9				1	1	0			5.6	61.8	6.2
404	1865	36	411	84	2.1		70	114417	1968		1966		1452	39.2	82.7	7.5	1.3	16.9	10.7	84	46.7	13.7	0.9	4.4	45568	55.3	13.2	849	40.2			6.1	0.017	3.1	53.5	64.3	62.9	87.8	63.3	64.9	4	3.8	53.1			0	271603									94.1	3.4	7131			429	66.7	42.6	67.8	18.1	1.2	0	8.6	95	66.9	64.4	6	51	15.3	813	27.8				1	2	4.1			9.1	58.8	20.3
405	3175	30	575	89	2.4		77	156682	2002		1994		1986	26.9	80.3	2.8	0.1	16.4	7.3	34.4	13.5	7.2	1.5	2.4	70644		6.1	1370	33.4	4		5.8	0.011	1.8	46.6	59.5	70.8	91.1	78.5	73.3	12	4.4	40.2			0	133146									81.3	32.8	3591			0	73.1	38.9	87.2	6.6	2.3	0	1.5	94	84	0.5	0	20	3.2	1188	9.6				1	1	0			6.2	35.1	6.9
406	2051	52	1399	89.4	0.6		73	242914	1982	21744	1983	56	2483	23.9	94.2	3.6	2.9	8.9	4.3	21.5	10	2.6	1	9.7	81974	13.1	3.9	784	50	3	23	7.9	0.018	4.4	86.7	70.4	75	85	83.9	92.6	21	1.7	60.7			0	117213									49.9	8.2					86.2	54.6	85.9	8.3	3	4.3	1.4	77.1	87.4	14.9	0	100	4.1	571	23.9				3	5	0.1			10	66.7	3.3
407	1703	36	1507	76.8	0.5		70	196907	1981		1983	58	2113	47.4	85.3	0	3.1	5.8	6.1	26.1	16.3	7	0.4	0.6	53750	19.4	6	700	59.6	4	6	7.3	0.014	5	68.4	62.7	84.6	95.1	82.5	89.1	10	2.7	62.9			0	181061									38.6	0.6					85.1	49.2	78.4	12.6	5.4	0	1.2	86	88.1	24	0	51	14.7	714	0				0	0	0.1			5.8	58.6	2.8
408	2975	40	1127	93.8	0.9		76	208064	1987		1990	59	2468	53.9	84	0.9	1.3	12.7	2.5	75	8.6	3.1	0.5	13.2	80948	36.1	3.6	1027	53.2	18	35	7.1	0.013	0	85.7	59.3	85	90.7	85.7	88.3	26	0.9	53.2			0	449089									0	0					74.6	55.3	85.8	7.7	1.6	0	2.7	82.3	89.6	33.5	0	52	3.9	1187	20.7				1	1	0			7.2	65.6	6.3
409	2484	42	2671	86.4	1		70	713932	1995	3600	1994	80	3936	63.3	84.5	0	3.2	15.7	4.2	25.8	13.9	1.4	0.7	9.4	163375	27.5	1	1013	53.2	5	169	10.7	0.021	0	76.5	72.6	70.8	89.5	94.4	91.8	34		16.3				279652									68.7	0	1771			0	94.4	60.3	94	2.2	2.2	0	0.3	92.4	93	29.2	0	53	1.7	2001	31.6				1	1	0			9.5	48.1	1.3
410	1290	43	389	90.8	3.8		78	246384	1990	13552	1998	42	2805	54.6	83.5	5.9	4	23.6	6.1	97.2	22.6	2.4	0.6	10.6	61939		2	991	40		23	5.2	0.015	0	28.6	85.7		66.7	93.3	77.8	1		20.3				179507		0							100	0	2791			78	73.1	45.5	92.2	3.1	1.2	0	0.9	91.8	71.8	0	3	9	0	1424	30.9				0	0	0			25.1	32.8	2
411	1392	31	525	71.4	1.2		65	148928	2002		2003	45	1862	41.8	85.2	2.3	0.7	18.2	4.1	25.4	16.9	9.6	1.2	0	66315		6.5	604	36.4	12		5.5	0.015	0	26.3	63.3	59.1	75.9	78.9	61.4	4	5.7	40.6			0	976782									1.2	25.4	1940			72	67.8	34.5	83.5	9	1.5	0	3.8	93.8	78.9	0	0	57	7.2	1648	3.9				1	0	0.2			6.7	31	9.2
412	604	49	2024	81.9	0.1		74	243194	1984	12277	1985	57	2170	71.4	80.6	0	2.3	4.6	5.8	0.8	15.5	4.3		28.7	68839		4.1	237	37.9	5	2	6.8	0.018	8.3	66.7	70	66.7	100	100	95	2		52.1			0	763678		0							11	0	9272			0	86.6	53.4	95.9	2.2	0.5	0		94.3	85.8	1.3	0	21	6.5		11.2				1	1	0			4.7	51.2	1.7
413	3581	35	1185	87.8	1		67	274970	1997		1989	66	2812	47.8	70.3	2.3	1.1	10.7	3.5	16.1	8.2	1.2	0.6	9	109031		1.1	1195	50.7	14	3	9.7	0.007	1	60.4	61.9	60.7	95.4	92.6	96.6	25	1.3	37.3			19.3	330996		78							13.9	0	1201			112	89.6	48.9	91.3	4.9	1.7	0	0.4	95.4	93.4	0.3	4	29	0	2001	15.8				0	0	0			3.9	39.1	3.7
416	1279	31	212	93.2	4.2		48	145046	1998		2003	41	1906	16.1	81.8	0	-0.3	24.1	15.3	100	12.5	6.6	0.5	0	65293	100	5.9	893	44.9		9	4.9	0.023	0	57.1	68.4	88.9	76.5	71.4	76		2.7	31.9			0	374337		0							100	95.4	2893			156	53.8	27.2	69.6	17.7	5.9	0	3.4	89.6	17.9	100	383	1	0	979	36.7				1	1	0			4.7	28.1	6.6
417	1904	32	686	88.6	1		82	191536	1998		2002	52	2390	32.7	76	2.6	1.1	9.9	5.9	77.8	11.1	4.6	1.7	0	76580	48.8	4.7	651	34.7		1	6.6	0.012	0	72.4	62.3	63.3	74.5	80	86.1	5	1.4	51.7			16.4	6236		178							98.3	29	788			158	69.7	40.4	78	11	5.7	5.2	2.7	95.3	85.9	49.8	9	7	5.1	1417	0				0	1	0			4	52.2	7.3
418	3100	32	847	75.6	1.4		61	332344	2002	39000	1999	67	3198	35.7	80.1	2.8	1.8	16.1	2.9	90.9	5	2	0.5	5.6	91563	35.8	1.8	1171	52.3		5	10.4	0.02	0	64.5	68.4	75	88.1	87.7	89.3	22	1.8	39.9			0.9	674402		1654							70.4	45	1935			65	78.9	44.2	84.8	6.5	4.9	0.2	1.4	93.8	72.2	44.5	13	5	0	880	29.4				1	1	0			4.6	35.3	5.7
419	3025	38	566	87.2	1.7		70	271933	1995			66	2813	51.5	78	0.9	2.3	13.8	1.5	15.7	3	1	0.5	1.2	116809		1.1	952	33.6		5	9.1	0.004	1.3	53.4	68.3	87.5	94.1	92	91.5	25	1	61.6			16.1	2088		0							99.7	0	628			33	95.5	53.5	92	3.9	1.8	0	0.3	93.9	98.1	0	0	1	1	1979	19.6				0	0	0			2.4	57.4	3.5
420	2485	37	1302	97.6	0.8		68	261821	1996	8000	2000	56	2367	48	76.6	2.4	2.3	8.5	8.6	37.5	11.2	3.1	1	19.9	97331	32.9	2.9	1066	52.4	20	10	8	0.012	1.6	61.7	53.3	70.8	86.5	88.7	82.4	13	1.8	41.4			0.6	295668		0							70.2	0	2897			40	81.3	52.4	90	4.5	3	0	1.3	94.7	71	54.5	2	68	0.7	1071	28.4				1	0	0.1			5.6	44	4.5
421	1193	30	729	67.8	0.7		66	208821	2002		1991	50	2909	63.4	80.3	0		4.8	8			3.3		3.5	110500		2.7	474	45.8	22		6.4	0.013	0	45.8	58.3	63.6	71.4	80.8	76.7	6	1.9	35.3			0	35765		836							79.4	0	1006			168	79.8	42	75.5	13.5	7.4	0	0.6	96.3	89.7	0	0	51	0	1637	33.7				0	0	0.2			4.9	24.8	3.9
422	1878	35	3172	66.9	0.2		71	139047	1994	68668	1998	41	1900	52.1	84.6	7.5	0.8	6.8	18.3	92.1	31.6	15.7	1	4	36917	3.4	13.8	580	56		3	4.7	0.044	6.3	50	60.5	80	63.4	67.4	55.7	2	7.7	54.1			12.1	3057717		214							55.1	0	5378			692	57.4	28.3	70.7	7.5	1.1	0	16.6	89.5	68.8	1.7	23	44	32.1	605	9.8				1	1	0			11.6	50.2	23.4
423	1847	46	2930	58.4	0.2		69	222235	1986	11550	1986	60	2441	34.9	82.5	0	1	3.3	5.1		13.5	6.3	0.4	9.1	69833	3.4	5.6	703	50	1	3	9.4	0.013	0	85.4	71.4	75.9	95.4	95.6	95.5	7	2.7	62.9			0	258290									1.6	5.4					85.4	50	86.4	7.7	2.8	0	1.3	88.4	88.1	2	0	286	6.8	1015	14				0	0	0			5.5	69.5	3
424	1479	52	2992	87.3	0.7		71	443121	1987	6646	1986	57	2905	46.6	89	3.9	3.5	15.4	1.3	47	19.4	1.6	0.4	11.6	72589	44.5	1.8	775	38.7	2	182	7	0.014	5	72.7	70	50	72.7	90.9	75	33		14.5				657375		0							46.6	0	2502			135	84.8	59.6	93.7	1.6	2.4	0	0.1	89.6	86.5	46.1	1	43	4.6	899	39.8				0	0	0			11.6	47.8	2
425	1158	38	1596	68.1	0.3		70	286979	1992		1993	63	2688	45.7	81.8	2	1.6	3	2.3		7.3	2.2	0.7	5.5	92159		2.8	419	42.4		9	9.3	0.007	0	73.3	72.2	68.8	91.7	80.6	95.2	10	1.8	65.9			0	5116									0	0					90.1	53.1	91.9	4.2	2.8	0	0.1	89.5	95.6	0	0	102	3.2		15.4				0	0	0			6.5	53.1	1.5
426	1982	47	504	94.8	1.6		76	180910	1990		1994	57	2244	49.1	81.2	2.5	1.3	23.2	5.1	70.7	6.3	6.2	1.1	15.6	68950	61.7	6.1	810	61.3		1	7.7	0.011	5.9	61.8	79.4	71.1	82.4	84.2	76.7	17	2.4	53.2			5.7	824638									65.8	0	4844				71.3	43.3	74.5	12.8	4.3	0.3	5.1	91.8	64.7	69	15	2	1.2	813	12.1				1	1	0.1			3	66.2	11.7
428	1478	38	1411	63.1	0.4		74	199801	1982	65911	1976	61	2188	54.4	90.7	3.9	1.9	4.9	10.3		26.8	15.5	0.8	10.7	83065		14.6	502	41.3	4	7	8	0.009	16.7	61.8	65.1	76.2	88	81.6	70.5	7	5.2	63.2			0	140282									4.2	1.8					72.4	49.9	72.1	9.8	3	0.1	12	86.8	79.3	0	0	105	9.5	637	46.2				0	0	0			4.5	58.4	17.9
430	2460	31	652	47.9	2		81	156728	2006	2200	1995	32	2206	37.1	64.8	7.4	1.1	9.8	21.5	45.9	15.9	21.1	0.9	30	29904	74.9	16.5	1294	56.4	21	13	6	0.023	3.7	41.7	50.8	54.8	61.5	47.4	61	3	10	48.3			8.6	170891		544							92.2	0	4106			122	51	34.1	52.5	29.7	4.1	0	9.7	87.2	27.2	0	0	105	25	767	13.5				1	1	40.6			11.1	31.2	20
431	1778	36	725	68.1	0.9		69	130362	1984		2003	54	1754	46.7	85.8	1.2	0.5	6.9	9.4	36.6	17.6	10.6	1.2	0	48750		10.6	680	43.6	2		6.4	0.007	6.3	68.2	55.7	83.3	87.5	63.2	67.6	7	7.4	58.3			0	889									2.5	0					77.3	39	70.5	15.3	2.6	0	8	84.6	83.8	0	2	37	23.5	986	32.6				0	0	0.1			3.9	50.4	15.1
432	2632	38	1326	65	0.7		66	207335	1990		1979	57	2289	51.8	80.3	0.6	1.8	6.7	4.5		10.4	4.8	0.5	11.9	112574		4.9	883	42.2	3		8.5	0.012	0	66.7	63.5	70.6	94.8	88.9	90.7	8	2.2	70			0	51207									10.5	0	722				89.6	47.8	90.3	4.1	2.4	0	0.4	96.7	89.2	0	0	128	4.6	737	34.3				1	0	0			5	72.5	3.2
