id	p1	median_age	area	developed_land	residential_density	land_use_proximity	age_death	singlefamily_property_value	year_built	commercial_permits	commercial_year_built	gas_consumption	heated_sqft	commute_time	drive_alone	dropout_rate	change_residential_property_value	impervious_surface	unexcused_absences	transit_proximity	rental_units	foodstamps	foreclosures	employed_6_months	median_household_income	grocery_stores	medicaid	housing_units	part_time	new_building_permits	structures_in_floodplain	water_consumption	fire_calls	births_to_adolescents	growth_3_5	growth_6_8	growth_9_12	proficient_9_12	proficient_6_8	proficient_3_5	residential_reno_permits	north_carolina_health_choice	tree_canopy	bicycle_friendly	energy_consumption	adopt_a_stream	commercial_building_sqft	street_connectivity	juvenile_incidents	streets_adopted	nuisance_violations	animal_control	residents_on_committees	neighborhood_organizations	code_violations	near_public_outdoor_recreation	near_medicaid_or_free_clinic	property_crime	residential_recycling	sidewalks	violent_crime	registered_voters	voter_participation	white	black	asian	group_population	other_population	neighborhood_schools	owner_occupied	near_drugstore	public_transit	residential_vacant	no_highschool_diploma	rent	private_schools	grants	commercial_code_violations	commercial_property_value_change	preschool_programs	school_aged_programs	subsidized_housing	zoning_violations	waste_generation	residential_vacant_rate	residential_tree_canopy	hispanic
155	2383	35	1247	59.4	0.8		64	126804	1995		1979	50	1770	27.5	68.4	3.8	-0.5	5.9	12.2	13.8	15.5	18.8	1.2	4	62143	2.7	15.1	966	47.9	13	34	6.4	0.018	1.2	53.3	62.5	63.2	68.6	57.7	56.9	11	6.9	57.6	1.3	1071	1.7	64661	1.1	167	0	172	127	0	1	4	69.6	0	2098	56.4	29.1	126	76.3	36.1	39.6	44.6	4.2	0	6.8	75.7	68.9	3.1	67	187	15.9	1019	12.7				3	3	0.6		25.6	9.8	48.7	12.3
156	2958	34	1193	68.7	1		53	92251	1999		1989	52	1927	48.9	87.6	1.7	-4.1	6.5	10.4	78	18.1	22	2.8	7.1	76964	28.4	15.9	1101	45.4	52	276	5.5	0.019	6.7	59.4	58.2	44.1	67.8	54	57.9	7	8.7	47	1.2	1103	0	100217	1.1	815	0	130	136	1	2	6	8	0	2671	50.6	52.5	304	77.4	40.1	26.3	62.8	2.5	0	4.7	75.9	78.6	0	31	217	10.1	1215	12.8				1	2	1.6		27.9	9.1	33.1	8.9
157	1531	37	572	94	0.8		64	101697	1945	1101	1961	44	1198	41	27	6.4	8.1	32.3	27.4	100	48.6	64.9	1.4	39.3	20292	98	38.5	459	86.5	2	8	4.8	0.063	9.7	62.5	52.6	76.9	68.4	35.3	46	4	2.2	23.1	1.5	789	0	3019477	1.3	2232	3.74	335	122	1	3	12	99.8	0	16917	32.3	64.4	3658	56.2	28.2	10.4	84.9	0.5	36.6	2.9	62.2	18.6	0	762	8	33.1	588	0				2	2	100		27.4	19.2	51.9	4.4
158	3368	30	1277	92.9	1		65	74765	1990		1978	46	1361	29.4	65.4	5.9	-3.3	21.7	13.5	67.6	24.7	30.9	2.7	3	37050		21.8	1266	50.5	14	1	5.6	0.023	13.3	52	61.1	55.3	52.5	49.3	46.8	14	9.3	38.3	1.4	1006	0	2752132	1.2	1552	0	252	219	0	3	7	89.3	0	4543	47.9	40.3	327	82.5	40.8	11.8	78.8	2.3	0.2	3.7	70.4	72.6	0	68	117	21.3	972	0				2	3	3.6		34.9	8.1	48.4	7.4
159	909	28	490	57.9	0.8		67	74415	1968	3500	1968	50	1103	22.3	61.1	9.3	1.6	7.2	21.7	100	45.1	51.9	1.6	25.9	21000		34.4	374	82.2	3	2	5.6	0.024	14.3	68	65.9	50	44	50	45	7	6.1	70.7	1.8	1032	0	52375	1.3	2866	0	171	117	0	3	20	100	0	4730	32.6	27	1100	69.2	34.7	3.3	92.2	1.4	0	0.3	55.9	39.4	0	136	171	37.5	671	0				1	1	14.7		23.1	17.1	59.5	2.5
160	2707	31	778	91.9	1.4		68	89004	1978	3000	1979	52	1315	21.7	76.5	3.8	-0.2	16.1	21.5	100	27	37	1	19.6	35658		27.3	1107	57.1		2	6.1	0.023	6.2	50.8	60.4	46.2	48.8	35.9	52.2	11	8.3	42.5	1.3	1274	0	856247	1.2	729	0.14	204	237	0	2	13	91.6	0	5615	42	25	406	83.4	41.7	7.9	81.9	2.2	0	5.9	66.2	57.4	0	131	25	27.8	861	10.8				6	5	12.9		25.7	6.8	51.2	8.3
161	2548	28	298	96.9	3.9		60	550618	1980		1978	79	3562	19.4	93.6	1.8	3.3	22.1	11.9	93.4	12.6	21.7		0	42972		12.9	1136	43		4	9.2	0.016	4.1	53.5	54.2	55.2	59.6	47.5	58.9	1	5	58	1.1	1310	41.9	124311	1.1	0	0	3	69	0	1	4	100	0	2316	80	35.7	392	48.4	35.9	38.3	46.3	1.9	0	8.2	82.4	7.5	0	85	25	1.4	778	18				0	0	0		54.1	6.5	60.7	14.1
162	1822	29	368	95.3	1.9		66	99774	1984	5521	1979	42	1290	40.7	85.2	0	-0.1	16.3	8.1	100	24.6	21.6	2.9	3.9	49675	31.8	20.5	701	41.8			6.3	0.016	12.1	52.8	57.3	44.4	61.9	51.8	50	6	7.3	51.3	1.4	1221	0	167682	1.1	755	0	211	163	0	0	4	98.1	1.3	4007	48.2	29.6	549	72.9	46.1	26.8	53.6	1	0	12	48	74	0	56	14	13.6	1129	0				2	3	3.3		47.1	7.3	59.7	20.4
163	818	36	174	82.8	3.1		80	206032	1937	15636	1972	56	1535	13.8	70.5	4.2	6.1	32.8	21	100	42.9	22.7	0.2	5.3	38889	79	17.8	539	54.8	4	7	5	0.062	9.5	45.5	72.7	40	57.1	25	52.9	4		31.9	1.8	861	0	499285	1.5	1111	2.6	142	61	1	4	3	100	100	9658	42.5	83.5	367	86.2	44.1	57.3	37.4	2.6	0	1	77.4	47.7	100	96	68	12	558	0				1	2	35.3		40.7	15.2	42	2.2
164	3664	32	643	98.4	2.8		56	130790	1957		1977	47	1507	45.8	53.7	2.9	5.1	25.4	13.4	98.4	24.1	37	0.7	17.3	26995	79	28.5	1823	58.8		9	6.3	0.023	5.7	52.4	71.8	72.4	54.1	50	48.2	4	4.1	52.1	2	1304	36	633282	1.2	3935	3.35	278	243	0	5	12	79.8	54.1	5731	51.8	62.6	1610	39.2	32.2	33.1	29.4	2.3	0.4	29.4	61.4	23.4	76.5	523	6	36.4	730	6.1				2	2	0.7		36.3	22.1	55.3	48.3
165	1991	29	181	86.5	5		60	84046	1996		1985	43	1559	21.2	65.2	7.3	-4	26.5	15.5	99.3	23.3	38.7	3.5	9.3	36117	80.3	28.9	914	56			6	0.025	7.1	59.7	74	72	67.6	57.1	48	4	12.5	52	1.4	1329	0	218121	1.1	1496	0	61	71	0	0	4	55.8	36.1	5927	51.4	50.6	804	49.8	27.2	14.1	56.9	4.2	0	18	72.6	26	84.2	134		6.1	720	9.2				1	1	0.7		30.6	19.5	42.1	31.7
166	946	32	154	86.1	3.6		52	80522	1979		1988	31	1719	59.1	96.5	0	-3.6	25.2	13.9	100	17.3	38.6	2.4	0	43644	81.4	30.7	538	46.9			7.1	0.035	9.4	57.1	46.4	70.6	60	42.4	47.5		9.5	44.6	1.4	999	0	99878	1.2	1422	0	36	45	0	1	1	100	98.1	7717	59.4	41.6	529	76.6	37.1	17.9	70.4	2.6	0.5	6.6	51.3	56.8	0	102	5	7	845	18.3				3	3	5		43.8	8.3	46.9	14.7
167	765	37	184	63	2		74	117507	1982		1988	52	1695	44.1	78.5	0	0.1	15.8	9.1	100	24.8	29	3	3.2	31857		25.1	361	55.3			7.1	0.042	4.9	66.7	71.4	62.5	55.6	52.6	63.9	5	9.1	60.2	1.3	1103	0	216452	1	606	0.9	19	41	0	0	1	98.9	74.5	7451	56.1	58.8	1046	48.6	36.2	17.5	58.7	4.3	0	13.2	63.8	19.6	0	93	7	39	684	0				0	0	0.6		41.1	4.5	52	24.1
168	1430	45	228	99.4	2.8		68	78877	1970	1370	1983	52	1273	69.6	80.9	3	-1.5	21.5	13.1	100	22.1	32.9	1	5.7	33865		25.7	633	59.7			6.4	0.02	9.3	63.2	62.2	80	60.7	47.3	52.7		13.4	50.4	1.4	1130	0	187647	1.2	763	0	132	134	0	0	6	61.9	0	3986	50.3	25.5	280	78.1	44.8	24	55.3	5.7	0	10.6	39.7	64.9	16	9	2	9.1	1003	23.7				3	2	5.8		29.7	11.1	60.5	16.8
169	1972	33	245	90.6	3.1		19	219011	2004	4096	2002	46	2935	56.5	88.7	1.1	1	19.2	3.2		4.7	3.6	0.9	4.7	93958	3.7	2.6	764	46.3	13		11.7	0.004	0	75	77.8	64.3	93.8	83.3	88.5	4	2.9	22.5	1.5	1091	0	4075	1.1	147	0	2	22	2	1	0	58.3	0	406	85.8	74.7	101	70.7	38.9	62.4	12.2	18.9	0	2.8	95.6	89.2	1.4	0		0		35.7				0	0	0		30.4	4.3	12.4	9.2
170	1722	34	475	88	1.3		68	286537	1999	31602	2000	57	2959	47.7	83.2	1	1.5	17.7	3.3		5.1	2.2	0.2	2.5	66224	13	2.3	630	40.7			11.6	0.01	0	47.4	67.5	65.8	95.9	94.3	91.5	20	2	36.1	1.3	1308	0	90573	1.1	1890	0	4	38	1	3	0	95.6	21.1	813	77.9	60.6	0	86	45.1	80.4	6.8	10	0	1.2	98.1	89.1	34.1	0	14	0	1636	36.7				0	2	0		38.3	2.1	23.4	4.9
171	853	38	288	95	1.4		79	302201	1994		2002	67	2968	42.7	81	0	1.4	32.2	6.9	82.6	4.3	3.2	1.1	4.1	55096	81.6	4.5	403	39.4			9.8	0.039	0	61.1	64.7	33.3	78.6	85	87.1	5	3.3	31.8	1.2	1081	0	651650	1.1	3268	5.8	10	48	0	2	1	0	81.4	7620	67.2	35.5	352	75.3	44.4	73.7	12.7	9	0	1.5	89.2	46.3	68.2	36	3	1.7	950	13				0	0	0		38.3	5.7	52.1	7.6
172	2538	38	944	93.5	1.1		53	284171	2006	9053	2002	53	3044	39.8	67.1	0.9	1.6	13	3.3	49.9	12.8	2.5	0.6	3.7	71707	5.8	2.6	1058	41.7	56	9	8.4	0.017	0	62.2	78.7	61	86.7	92.3	94.6	3	0.8	41.9	1.4	1108	0	632010	1.3	458	0	4	44	0	0	1	87.8	14.1	2206	73.1	74.8	39	62	37.6	64.3	9.8	22.3	0	1.3	97.7	64.8	34.8	38	9	0	1033	23.3				0	0	0		50.6	7.9	18.3	7.7
173	952	28	381	75.3	1		48	67322	1990		1975	44	1257	9.6	71.8	3.4	-4.4	16.8	11.5	100	26.7	34	3.2	39.8	32398		23.6	379	51.3	1		5.4	0.027	10.5	48.4	69.2	42.1	62.1	56.5	46.3	1	8.9	55.6	1.2	984	0	296793	1.1	888	0	133	87	0	1	2	16.6	0	5567	33.2	36.2	210	58.6	43	12	76.3	4.5	0	2.5	66.7	68.5	0	13	61	7.7		12.6				2	2	8.2		18.8	13.8	63	8.9
174	1584	31	3217	46.8	0.2		67	146700	1985	59500	1994	44	1767	35.2	74.3	3.7	0.8	6.6	6	2.5	11.6	13.3	1.9	11.2	51649		11.4	631	50.5	1	11	6.4	0.044	7.5	54.4	53.6	47.4	62.5	61.3	60	6	7.9	66	1.2	1142	7.3	2142323	1.2	6655	2.28	52	150	1	2	3	57.5	0	5114	34.2	26.9	253	71	44.5	52.1	25.6	7.5	0	8.8	47.4	87.2	24.4	1	117	5.3	878	26				2	3	0.2		47.1	5.4	61.5	21.2
175	1741	44	522	95.5	1.3		72	251721	1980		2006	58	2464	38.6	88.4	2.3	2.9	12.7	3.7	0.1	7	1.6	0.6	7.9	117500		2	683	40.3	2	1	7.9	0.009	0	50	71.4	69.2	91.4	88.6	81.4	26		71.7	1.4	1391	13.6	0	1.1	0	0	28	59	2	3	0	63.1	0	1206	79	12.2	57	99.9	56.8	92.8	3	2	0.3	1	85.2	94.8	0	0	44	0		15.1				0	0	0.9		45.7	3.7	75	4.4
176	2961	38	477	97.5	2.5		73	231713	1996		2000	58	2479	49	83.1	1.3	2.1	20	3.3	25	6.5	1	0.3	2.4	84728	26.2	2.1	1162	44.2		30	8.3	0.009	0	68.9	77.6	62.8	90.6	93.2	89.1	16	1.2	41.9	1.5	1143	0	1246	1.1	0	0	69	76	0	3	0	41.7	24.6	540	75.7	53.8	0	89.3	47.1	77.5	6.1	12.3	0	1.2	95	89.7	15.1	0	2	2.9	1401	1.2				2	1	0		52.9	2.3	44.1	5.6
177	1979	54	507	98.4	1.4		82	288898	1981		1983	54	2776	33.9	70.6	0	2.8	15.2	8.5	98.3	7.4	1.3	0.3	20.5	72955	27.6	1.4	710	51.2		21	8.4	0.013	0	50	66.7	75	87.5	77.8	93.2	16	2.3	49.9	1.4	1719	0	468	1.1	260	0	41	51	1	4	1	98.7	0	505	71.6	22.4	101	88.6	56.3	91.3	3.1	2.7	4.6	1	90.2	77.3	25.9	0	10	8	2001	11.9				0	0	0.8		51.2	9.4	48.7	2.7
178	1824	29	2043	81.4	0.5		62	108945	1969	20172	1993	52	1570	27.8	74	0	-1	18.2	13.4	72.2	23.9	5.5		21.5	64167		5.6	1028	46.9		8	5.6	0.048	0	71.4	76.5		66.7	85	79.3	12	2.7	44.5	1.3	874	0	5943493	1.2	0	2.75	15	49	0	0	0	97.6	1.3	6853	59.6	36.3	493	32.6	31.5	32.2	19.2	42.1	0	3.2	55	13.1	0	107	7	2.9	958	6.7				1	1	0		36.2	9.4	53.7	7.2
179	1581	43	502	95.5	1.3		80	339894	1965		1979	73	2546	21.2	87.5	0	3.5	17.9	5	72.5	7.6	3		3.9	91897	23.7	5.1	666	46.2		45	7.7	0.016	0	65.4	83.8	64.7	96.2	94.7	90.2	19	1.7	73.1	1.6	1295	24.4	45911	1.2	0	0	27	26	2	5	0	94.1	18.2	1012	78	19.2	0	96.7	63.5	93.9	2.6	1.7	0.6	0.6	75.4	89.9	23.6	18	19	2.6	881	49.8				2	1	0.3		52.9	3.3	79.3	1.5
180	1220	36	299	84.5	1.6		56	110909	1982		1978	44	1517	37.7	48.1	6.1	0.5	19.4	17	94.8	13.8	20.4	1	0	65485		19.1	465	49.9	2		6.2	0.011	2.3	44	76.7	50	67.6	64.4	50	2	9.7	51.3	1.4	1063	0	306650	1.1	0	0.34	175	86	0	3	5	100	0	2623	53.7	48.3	656	64.1	38.2	43.2	33.3	5	0	14.8	69	69.3	4.5	37	73	36.8	833	6.4				2	2	1.5		40.2	9.7	64.7	31.6
181	2516	40	1052	96.9	1.2		75	343127	1988		1994	79	3313	47.1	84.8	2.7	1.7	15.4	10.7	54.1	9.2	3.4	0.9	10.5	84423	45.9	2.6	1218	46.9	9	1	10.6	0.015	0	64.5	66.7	66.7	90.9	86.4	90	30	2.3	51.5	1.4	1472	7	132440	1.1	420	1.01	15	82	0	2	1	96.7	0	1789	72.1	49.5	40	83.5	54.9	87.2	6.6	3.1	0	1.5	85.7	67.2	47.1	6	26	1.8	875	39				2	1	0		43.1	8.1	60.3	4.7
182	737	42	218	91.7	1.2		59	104882	1986		1962	19	1215	31.3	48.9	9.3	3	17	19.1	100	16.9	49.1	0.9	19.6	39226		35.5	268	59.8			5.8	0.056	22.7	70.8	62.9	60	66.7	42.1	33.3	1	10.4	24.4	1.6	1266	0	241379	1.3	7200	1.17	177	91	0	1	4	100	0	9905	50.9	56.5	1493	99.9	40.3	2.3	95.7	0.8	0	0.7	64.3	66.8	0	114	18	37.5	725	9.3				2	3	19.4		23.6	5.7	31.1	1.1
183	805	22	226	79	1.6		65	100006	1972		1989	51	1478	34	86.3	0	-1	17.5	14	97.7	22.9	27.3	1.2	0	47167	14.9	21.1	348	56.9			6.4	0.027	0	52.6	66.7	71.4	45.5	56.5	53.3	1	5	56.6	1.4	1134	0	25686	1	1333	0	38	68	0	0	3	96	0.6	3975	48.6	53.5	373	59.8	41.7	23.1	57.1	1.6	0	13.8	62.3	35.8	0	36	22	6.5	797	0				1	0	2.3		33	8	59.6	22.7
184	1263	35	234	97.5	3.6		71	211180	1951		1959	46	1392	11	79.7	0	4.7	15.8	11.3	100	22.4	3.4	0.3	8.5	70769	28	2.6	867	41.3	1	52	4.7	0.029	0	75	87.5		100	87.5	76.5	28	2.5	75.2	2.2	967	11.7	31064	1.4	0	1.08	181	37	2	2	2	100	36.2	2217	66.9	66.3	0	86.3	42	92.2	4.1	1.1	0	0.8	29.5	69.2	42.6	0	11	7.6	687	10.5				0	0	0		47.8	7.9	79.8	2.8
185	2748	28	134	93.3	10.4		48	62400	1987	1000	1985		1338	28.3	67.9	8.2		48.9	13.6	100		23.1		1.2	31136		20.3	1368	45		2		0.007	4.6	59.7	46.4	52.6	55.2	52.8	69.8		8.7	20.1	1	981	0	221404	1	949	0	26	87	1	0	4	33.7	50.7	2693		36.6	364	34.1	22.9	29.9	36.1	1.8	2.2	26.9	67.1	0.1	0	46		20.4	798	9.3				0	0	0.4			5.1	18	47.6
186	2356	34	636	90	1.3		65	98420	1985	1890	1985	45	1468	23.9	75.8	2.9	-0.3	15.4	11.7	69.3	20.4	23.4	1.9	2.1	46078	36.4	18.4	824	46.3	1	26	6.8	0.017	4.1	54.2	72.3	64.5	70.1	59.1	58.6	5	11.6	60.2	1.3	1194	19	477841	1.1	970	0	382	167	0	1	1	100	0	4244	54.3	48.9	255	70.8	39.9	41.1	41.4	3.1	1.3	10.7	70.4	74.3	33.7	68	23	8	1199	18.5				2	3	2.2		30.6	6.9	65.9	23.5
187	959	36	157	90.1	2.6			270553	1999		2007	54	2724	60.6	86.6	0	0	24.8	2.9		6.8	2.3		16.3	124875	2.2	1.9	405	27.6			10.5	0.007	0	71.4	71.4	41.7	88.2	96.7	90.9	5	4	21.9	1.3	1289	0	94039	1.1	0	0	3	16	1	1	0	23	9.1	1147	73.9	64.6	0	90.4	45.6	76.3	8.4	10.1	0	1.7	96.3	88.4	62	0	1	2.2		0				1	1	0		30.7	4.2	15.3	7.2
188	1494	35	365	89.6	2		65	237689	1993		2001	57	2841	43.9	73.5	1.4	1.1	13.8	6.2		11.6	4.6	0.5	10	81111	6.9	3.5	710	53.1	4		10.8	0.013	2	70	68.3	73.3	93.3	88	80.3	10	1.2	38	1.2	1136	0	16973	1.1	0	0	42	39	0	1	1	67.3	0	870	71.5	50	134	75.4	37.5	71	10.2	13.3	0	2	96.6	47.4	71.8	0	30	3.1	898	17				1	1	0		35.1	4.7	40.6	7.6
189	956	30	82	100	5.5		86	622115	1999		1999	87	4159	35.5	74.3	0	0.8	24.4	7.7	92.5	5.7	8.7		4.4	125446	88.3	8.4	453	26.5			20.3	0.017	0	76.9	84.4	52.4	88.2	80	81.8	6	4.1	15.6	1.6	846	0	9181	1.1	0	0	0	12	0	0	0	0	88.3	628	83.5	67.6	0	49.2	32.3	61.2	20.3	8.2	0	7.3	95.9	12.1	88.3	0	2	2	925	45.5				0	0	0		29.3	6.6	16.7	13
190	915	28	667	87.3	0.6		70	74310	1983	64000	1972	36	1081	28.9	46.4	2.8	-2.3	15.3	22.2	97.9	45.4	44.3	1.4	9.3	47177		36.3	384	45.6	1		5.6	0.05	18.8	65.2	57.1	70.6	56.8	27.7	62.8	3	5.2	39.7	1.4	1132	0	1018960	1.2	1034	0	160	75	0	0	11	76.8	0	10383	34.6	21.4	765	69.9	33.9	25.9	63.4	3.1	0	4.3	61.6	47.6	0	61	73	25.8	951	0				1	1	12.5		19.7	17.2	49.1	8.3
191	2273	35	424	87.6	2.2		69	124021	1993		1985	48	2004	34.6	94.5	1.6	-1.3	12.7	9.3	23.2	8.7	9.5	2	3.6	66419	36.1	6.3	944	32.7	1	9	5.9	0.007	3.2	66.7	66.7	60	66.2	61.5	74.7	5	4.3	55.5	1.4	1007	0	15272	1.1	159	0	22	54	1	3	2	96.4	0	1672	50	51	44	82.2	40.1	56.2	35.7	2.2	0	2.6	79.2	72	54.8	0	6	0.5	959	4.5				0	0	0.3		28.9	4.4	56.3	7
192	1820	29	1414	74.1	0.6		74	184500	1997		1995	52	2407	31.5	68.9	3.8	1	10.4	10.4	89.8	15.7	16	1.4	6.2	55091	22.5	12	849	37.9	45	3	6.4	0.024	1.6	60.5	75	57.7	70.5	76.6	74.2	2	5.4	41.3	1.2	1063	16.3	683860	1.2	0	0	141	74	1	3	2	90.5	49.6	4615	60.2	31.3	275	69.9	41	30.5	51	6.9	0	7.9	69.5	45.8	0	34	178	6.2	967	0				3	3	0.5		29.7	7.6	35.8	13.4
193	1209	40	305	98.3	1.9		77	384172	1966	18501	1982	70	2702	14.5	91.4	0	2.9	25.9	10.9	100	6.6	8.6	0.3	4.1	58672	60.5	7.1	570	51.6		5	8.1	0.042	6.3	70	81.5	54.2	87.9	75	81.6	18	5.3	65.9	1.5	1310	36.1	387910	1.2	503	0	13	64	2	1	0	74.8	72.7	2233	76.5	21.9	331	90.5	56.4	82.5	11.2	2.4	0.5	2.1	78.4	68.4	64.3	27	11	0	946	14.9				0	0	0.2		53.1	9.4	73.7	3.5
194	2810	37	738	95.6	1.4		73	491090	1991		1994	75	3896	31.6	80.7	0.9	1.7	15.5	3.7	14.9	5.9	1.8	0.7	3	90917	4.3	1.5	999	52.7	3	12	13.8	0.012	0	61.3	84	60	96.3	96.2	92.9	46	0.9	62	1.2	1737	0.6	105303	1.1		0	21	26	1	3	0	85.5	12.1	854	82.1	26.7		91.2	52	86.9	4.8	5.7	0	0.7	97.8	70.9	5.2	0	28	8.9	979	25.8				0	0	0		49.5	5.1	66.8	3.7
195	2120	31	1124	47.8	0.8		69	196628	2001		2000	50	2540	39.9	93.1	1.3	-0.1	5.6	8.7		9.7	14.4	1.2	9.9	71513		10.3	854	50.7			6.7	0.014	1.8	56.5	55.3	70	75	70.6	72.6	6	7	63.3	1.3	884	0	7093	1.2	932	0	11	66	0	1	0	0	0	1462	72.5	89	142	63.1	45.4	53.4	31.8	7.8	0	4	92.4	61.8	0	0	8	2.1	902	13.7				1	0	0.5		34.6	14.9	42.3	9.3
196	1961	32	982	87.3	0.7		63	104183	1996		1975	48	1971	40.1	66.9	0	-3.7	7.4	14.8	86.9	28.3	23.8	3.2	4	40714	56.8	19.6	720	48.2			5.9	0.028	7.5	59.3	51.9	53.5	49.4	56	51.2	1	7	60.5	1.3	1099	0	80247	1.2	149	0.61	199	114	0	1	3	99	37.4	5711	51.8	46	510	71.3	41.5	21.9	65.9	1.6	0	7.4	71.6	71.6	42.1	45	47	31.8	1105	2				1	1	2.4		17.7	11.1	57.7	14.9
197	2403	34	332	92.8	3.1		67	100727	1981	6580	1993	49	1815	40.9	72	2.8	-0.7	17.3	11.5	87.4	11.6	26.3	2.4	7.2	39583	0.8	21.2	992	32.4		4	6.9	0.014	7.1	59.7	63.2	72.7	59.6	54.6	52.8	5	9.4	61.1	1.4	981	0	3269	1.1	341	0	112	165	2	1	5	61.9	0	1873	57.7	22	333	54.4	42.8	29.7	39.5	3.6	0	21.6	51.2	47.5	0.3	4	23	24.2	797	3.3				0	0	10.9		33.7	7.1	53.7	35.1
198	1328	67	327	92.2	2.2		85	297814	1976		1978	63	2704	26	84.9	5	2.6	15.4	12.8	100	12	9	1.8	27.5	70000		4.5	693	55.4	6	3	8.2	0.029	0	41.7	83.3	28.6	61.1	77.1	65	10		69.8	1.3	1320	15.5	14310	1.1	373	1.18	23	39	0	4	2	55.1	0	2033	69.8	31.6	151	88.9	52.3	85.4	12	1.2	4.8	0.6	84.9	45.1	0	27	34	7	899	10.6				0	0	7.1		58.1	8.4	74.1	2.7
199	2742	32	384	83.8	3.2		53	97149	2003		1982	41	1586	20	59.5	9.3	-1.9	29.9	18.5	100	22.2	37.3	6.1	5.4	38263	36.5	29.3	1248	37.4	4		6.1	0.025	10	60.7	63.4	64.9	57.1	44.3	50.8		17.1	31.9	1.2	950	0	1259758	1.2	1185	0	96	126	0	1	5	48.4	0	6054	42.1	29.7	985	49.1	28.7	15.3	60	1.6	0.1	19.4	72	20.7	0	231	52	25.3	561	5.9				1	1	2.6		28.6	15.5	26	30.8
200	588	29	90	95.1	2.6		51	140300		7371	1966			0	87.1	5		43.3	29.4	100		76.9		19.6	22468		46.9	235	50.9	142	4		0.039	7.7	31.3	38.5	50	66.7	40	33.3			22.8	1.4	964	27.6	329968	1.3		1.04	13	9	0	0	1	100	54.9	7653		64.5	1190	54.5	24.4	4.9	91.7	0.3	0		49.1	5.2	0	68		43.1	899					0	1	52.3			15.5	23.8	3.4
201	2716	42	852	96.3	1.4		72	549220	1994		1988	75	4027	37.8	72.1	0	2.2	14.9	5.4	47.9	4.3	2	1.1	4	91435	24.4	2.6	1152	55.4	2	31	13.7	0.011	2	55.3	81	75	94.7	98.4	83.6	35	1.5	48.9	1.4	1725	24.6	14527	1.1	0	1.03	21	56	2	4	2	77.4	20.2	515	74.6	43.3	0	89.2	52.2	84.8	4.5	6.5	0	2.1	97.1	70.7	24.7	0	59	2.4	781	37.2				0	0	0		44	4.7	47.5	4.5
202	2212	24	255	98.3	2.8		58	99539	1980	1100	1981	49	1472	35.5	59.1	11.6	0.1	25.9	12.7	98.7	20.8	32.2	1.1	11.5	38269	2.5	25.9	714	38.1		20	6.8	0.014	15.6	53.7	57.7	62.1	52.6	59.2	52	7	8	49.3	1.3	1134	1.1	216066	1	645	0	138	139	1	1	2	100	0	2532	52.4	41.3	814	53	33.6	28.7	43.8	6	0	17.3	82.8	47.4	4.5	205	8	20.9	866	2.4				3	3	4.6		32.9	7.7	56.1	35.3
203	1612	32	587	58.6	1.2		73	182644	1998			55	2225	37.9	67.5	5.6	0.5	8.1	13.5		9.8	13.5	1.7	10.9	77273		10.7	631	45.4	1	61	6	0.014	9.3	61.7	56.4	68	77.1	62.7	66.2	7	4.1	50.2	1.5	1234	0	3378	1.1	0	0	3	60	0	1	0	0	0	682	67.4	39	0	71.2	47.4	53.5	29	4.2	0	9.1	51.8	89.2	0	0	10	10.9		21.6				0	0	0.2		26.8	10.5	43.2	22
204	1332	33	253	79.8	2.5		73	199645	2001	1560	2006	43	2124	58.3	83.9	1.9	2	31.2	4		8.6	3.5	1	8.7	81903	93.4	2.9	617	43.5			5.8	0.019	0	63.4	71.1	75	91.7	89.7	94.3	13	4.5	23.5	1.3	935	0	537073	1.2	3182	0	5	41	0	0	0	83.1	76.5	4354	63.2	86.2	150	62	46.6	85.3	5.5	5.4	0	1.2	95.5	86.6	99.4	0	1	2.5		0				0	0	0		32.2	4.2	19.6	7.7
205	882	48	354	68.4	0.9		76	464739	1989			61	3617	33	82.4	0	2.5	10.5	4	33.8	6.2	1.8		13.1	200455	4.5	1.5	308	61.8			11.7	0.02	0	68.8	61.5	53.9	100	100	97	16		72.6	1.2	2137	0	0	1	0	0	4	10	2	3	0	16.9	0	340	85.4	31	0	99.9	62.6	90.9	3.9	3.7	0	0.1	96.8	97.6	0	4	9	0	2001	27.8				0	0	0		41.8	4.6	71.5	1.7
206	1297	33	136	99.7	4.2		57	283606	1994		1990	58	2285	21.9	95.3	0	3.5	23.5	3.1	89	5.5	2.5		2.6	97260	73.1	2.3	566	39.7			8.4	0.006	0	78.8	81.4	82.6	96.4	97.9	96.4	13	1.5	36.7	1.4	873	0	14775	1.1	0	0	1	15	0	0	0	14.7	78.6	694	87	84.6	154	66.1	52.1	83	4.5	8.9	0	2.1	91.9	51.2	0	58	2	2.7	830	20.8				0	0	0		41.3	2.3	40.1	5.2
207	1617	27	509	78	1.9		56	313710	2000		1999	22	2312	20.2	84.3	0	0.9	26.2	10.2	100		7.5		3.2	63676	51.5	4.6	988	30.2	271	2		0.02	0	77.8	66.7	57.1	54.6	84.6	78.6			28.8	1.4	770	0	1576446	1.4		0	1	44	0	0	0	99.1	0	6741		32.6	124	32.5	30	49.8	34.8	7.7	0	4.1	77	0.4	0	53	32	0	852					1	1	0			11	21.2	8.8
