parid,class,saledate,price,saleval
14346100,R,2/27/2014,170000,Foreclosure Proceedings
14363800,R,7/16/2012,83000,Foreclosure Proceedings
14365760,R,3/27/2013,106100,Foreclosure Proceedings
14387875,R,2/18/2011,43000,Foreclosure Proceedings
14424851,R,4/18/2012,48500,Foreclosure Proceedings
14424863,M,9/16/2011,93000,Foreclosure Proceedings
14433100,R,12/27/2012,28000,Foreclosure Proceedings
14433300,R,1/15/2013,63405,Foreclosure Proceedings
14438000,R,9/27/2012,97000,Foreclosure Proceedings
14454150,R,6/28/2011,23500,Foreclosure Proceedings
14464840,M,4/22/2014,380000,Foreclosure Proceedings
14469400,R,9/20/2013,95000,Foreclosure Proceedings
14476443,R,12/30/2011,50600,Foreclosure Proceedings
14476446,R,6/20/2011,59000,Foreclosure Proceedings
14476549,R,6/6/2014,55000,Foreclosure Proceedings
14476559,R,10/18/2011,46699,Foreclosure Proceedings
14482100,R,6/5/2012,237500,Foreclosure Proceedings
14510900,R,7/16/2013,9150,Foreclosure Proceedings
14557900,R,3/29/2011,22800,Foreclosure Proceedings
14559900,R,4/10/2014,47900,Foreclosure Proceedings
14565800,E,6/19/2012,850000,Foreclosure Proceedings
14566850,R,8/26/2013,90010,Foreclosure Proceedings
14603701,R,3/18/2013,61125,Foreclosure Proceedings
14605175,R,9/13/2012,45000,Foreclosure Proceedings
14605200,R,3/31/2011,24000,Foreclosure Proceedings
14621700,R,7/25/2012,83600,Foreclosure Proceedings
14628325,R,11/28/2011,56025,Foreclosure Proceedings
14635700,R,1/30/2014,77000,Foreclosure Proceedings
14646100,M,9/13/2012,114900,Foreclosure Proceedings
14654060,R,8/20/2012,73500,Foreclosure Proceedings
14663650,R,6/24/2013,90000,Foreclosure Proceedings
14665885,R,10/18/2012,64500,Foreclosure Proceedings
14697950,R,12/11/2013,124000,Foreclosure Proceedings
14706100,R,8/29/2012,54256,Foreclosure Proceedings
14716335,R,3/9/2011,110000,Foreclosure Proceedings
14725400,R,11/1/2012,55000,Foreclosure Proceedings
14740700,R,2/5/2014,56075,Foreclosure Proceedings
14758950,R,7/10/2012,62600,Foreclosure Proceedings
14787600,C,3/25/2011,1200000,Foreclosure Proceedings
14813850,R,3/22/2013,75125,Foreclosure Proceedings
14824100,R,1/9/2013,98500,Foreclosure Proceedings
14855950,R,7/31/2012,41000,Foreclosure Proceedings
14858178,R,8/23/2013,65500,Foreclosure Proceedings
14862900,R,8/7/2012,75000,Foreclosure Proceedings
14863500,R,8/8/2013,25500,Foreclosure Proceedings
14864100,R,3/20/2012,34000,Foreclosure Proceedings
14887800,R,9/11/2013,45981,Foreclosure Proceedings
14899300,R,4/14/2011,415200,Foreclosure Proceedings
14900700,R,8/26/2011,62050,Foreclosure Proceedings
14900900,R,11/28/2011,42000,Foreclosure Proceedings
14917200,E,11/16/2012,8000,Foreclosure Proceedings
14943900,R,2/28/2014,65500,Foreclosure Proceedings
14944200,R,11/12/2012,195000,Foreclosure Proceedings
14946600,R,7/22/2011,72500,Foreclosure Proceedings
14955400,R,7/26/2013,165000,Foreclosure Proceedings
14961902,R,1/29/2013,46558,Foreclosure Proceedings
14986611,R,4/8/2011,78750,Foreclosure Proceedings
15002200,R,2/20/2013,119000,Foreclosure Proceedings
15004700,R,4/13/2012,100000,Foreclosure Proceedings
15026235,R,1/18/2013,40251,Foreclosure Proceedings
15070500,R,11/19/2013,78000,Foreclosure Proceedings
15071150,R,9/21/2012,85000,Foreclosure Proceedings
15071450,R,6/28/2013,209900,Foreclosure Proceedings
15085450,R,3/6/2013,95100,Foreclosure Proceedings
15085473,R,5/15/2012,133000,Foreclosure Proceedings
15085476,R,11/5/2013,102500,Foreclosure Proceedings
15085484,R,5/24/2011,100000,Foreclosure Proceedings
15085525,R,8/19/2011,75000,Foreclosure Proceedings
15085569,R,9/12/2013,57000,Foreclosure Proceedings
15085579,R,9/30/2011,85000,Foreclosure Proceedings
15085610,R,2/15/2012,94120,Foreclosure Proceedings
15092400,R,10/12/2012,114000,Foreclosure Proceedings
15098635,R,3/31/2011,27300,Foreclosure Proceedings
15107300,R,11/12/2013,85000,Foreclosure Proceedings
15128500,R,12/7/2011,53000,Foreclosure Proceedings
15130200,R,6/30/2013,70229,Foreclosure Proceedings
15140700,R,6/22/2011,34000,Foreclosure Proceedings
15214734,R,8/17/2011,47350,Foreclosure Proceedings
15237000,R,12/12/2013,50000,Foreclosure Proceedings
15241400,R,4/25/2013,23150,Foreclosure Proceedings
15265350,R,10/23/2013,73500,Foreclosure Proceedings
15266600,R,9/4/2012,48000,Foreclosure Proceedings
15283750,R,4/25/2013,195752,Foreclosure Proceedings
15315450,R,5/24/2012,48000,Foreclosure Proceedings
15322750,R,1/27/2012,62000,Foreclosure Proceedings
15337550,R,5/10/2013,48500,Foreclosure Proceedings
15347725,R,11/18/2011,30000,Foreclosure Proceedings
15390150,R,9/16/2011,65000,Foreclosure Proceedings
15390350,R,2/6/2013,75500,Foreclosure Proceedings
15391820,R,2/27/2013,74550,Foreclosure Proceedings
15400900,R,6/10/2011,50900,Foreclosure Proceedings
15427000,R,5/6/2011,80000,Foreclosure Proceedings
15441950,R,2/5/2013,85000,Foreclosure Proceedings
15445700,R,7/12/2013,95500,Foreclosure Proceedings
15459300,R,2/28/2013,39000,Foreclosure Proceedings
15460250,R,4/4/2014,45000,Foreclosure Proceedings
15463450,R,4/15/2013,22500,Foreclosure Proceedings
15528875,R,4/5/2013,28000,Foreclosure Proceedings
15532200,R,7/19/2011,136500,Foreclosure Proceedings
15533200,R,12/3/2013,177000,Foreclosure Proceedings
15534825,R,1/2/2014,60102,Foreclosure Proceedings
15547800,R,7/11/2012,37500,Foreclosure Proceedings
15549600,R,10/25/2012,79043,Foreclosure Proceedings
15551000,R,8/31/2012,87500,Foreclosure Proceedings
15574350,R,12/21/2011,36500,Foreclosure Proceedings
15586010,R,3/27/2013,55000,Foreclosure Proceedings
15619225,R,7/12/2012,60486,Foreclosure Proceedings
15628600,M,5/2/2013,467250,Foreclosure Proceedings
15659600,R,6/4/2014,84900,Foreclosure Proceedings
15663900,M,2/7/2011,99900,Foreclosure Proceedings
15672900,R,11/8/2013,87500,Foreclosure Proceedings
15675900,R,10/12/2012,65101,Foreclosure Proceedings
15677200,R,10/31/2013,51200,Foreclosure Proceedings
15701500,R,2/28/2014,58000,Foreclosure Proceedings
15712840,R,5/16/2011,24557,Foreclosure Proceedings
15769725,R,2/11/2013,37000,Foreclosure Proceedings
15796825,R,5/15/2014,12600,Foreclosure Proceedings
15797600,R,7/26/2012,43000,Foreclosure Proceedings
15844700,R,3/25/2013,36500,Foreclosure Proceedings
15845900,R,1/29/2013,42500,Foreclosure Proceedings
15849700,R,10/18/2013,121900,Foreclosure Proceedings
15854900,R,8/8/2013,53000,Foreclosure Proceedings
15860800,R,6/25/2013,78000,Foreclosure Proceedings
15864200,R,12/17/2013,11800,Foreclosure Proceedings
15865550,R,4/11/2013,40000,Foreclosure Proceedings
15876000,R,2/25/2013,72500,Foreclosure Proceedings
15881300,R,6/25/2012,69000,Foreclosure Proceedings
15883200,R,6/10/2013,139900,Foreclosure Proceedings
15900678,R,12/30/2013,67500,Foreclosure Proceedings
15904300,R,11/19/2013,17500,Foreclosure Proceedings
15914300,R,9/24/2012,67500,Foreclosure Proceedings
15950100,R,5/18/2012,61500,Foreclosure Proceedings
15954600,R,7/8/2011,90000,Foreclosure Proceedings
15995100,R,1/14/2011,86500,Foreclosure Proceedings
15999075,R,10/17/2013,41500,Foreclosure Proceedings
16031200,R,7/3/2012,190001,Foreclosure Proceedings
16032200,R,1/4/2012,70000,Foreclosure Proceedings
16036300,R,9/26/2013,47000,Foreclosure Proceedings
16036601,R,10/11/2012,171000,Foreclosure Proceedings
16078299,R,3/15/2013,69000,Foreclosure Proceedings
16111600,R,8/30/2013,94500,Foreclosure Proceedings
16117200,R,10/21/2013,68500,Foreclosure Proceedings
16122500,R,5/12/2011,76000,Foreclosure Proceedings
16132800,E,8/15/2013,39000,Foreclosure Proceedings
16137500,R,3/18/2013,42000,Foreclosure Proceedings
16138900,R,8/17/2012,60000,Foreclosure Proceedings
16140400,R,3/4/2013,37900,Foreclosure Proceedings
16154400,R,8/14/2013,140101,Foreclosure Proceedings
16181754,R,12/27/2013,207500,Foreclosure Proceedings
16185200,R,11/29/2012,16037,Foreclosure Proceedings
16191550,R,3/7/2012,49600,Foreclosure Proceedings
16192800,R,3/26/2013,36000,Foreclosure Proceedings
16224950,R,6/18/2012,56000,Foreclosure Proceedings
16232775,R,10/30/2012,55037,Foreclosure Proceedings
16243300,R,8/1/2013,22500,Foreclosure Proceedings
16247000,R,2/23/2011,22000,Foreclosure Proceedings
16258350,R,12/9/2013,108500,Foreclosure Proceedings
16275775,R,9/25/2013,60000,Foreclosure Proceedings
16283200,R,12/13/2011,52001,Foreclosure Proceedings
16288975,R,8/8/2013,106000,Foreclosure Proceedings
16293500,M,1/6/2012,4100000,Foreclosure Proceedings
16306600,R,6/29/2012,550000,Foreclosure Proceedings
16328700,R,11/18/2013,93000,Foreclosure Proceedings
16328900,R,9/11/2012,34000,Foreclosure Proceedings
16344300,R,8/2/2013,45550,Foreclosure Proceedings
16351501,C,6/10/2014,1575000,Foreclosure Proceedings
16352350,R,11/28/2012,58000,Foreclosure Proceedings
16354100,R,11/1/2011,45500,Foreclosure Proceedings
16357700,R,7/11/2011,47250,Foreclosure Proceedings
16362925,R,12/10/2012,25000,Foreclosure Proceedings
16386200,R,5/28/2013,62270,Foreclosure Proceedings
16398800,R,12/9/2011,47000,Foreclosure Proceedings
16404200,R,4/24/2014,81900,Foreclosure Proceedings
16404925,R,11/21/2013,98800,Foreclosure Proceedings
16446100,R,9/25/2013,259000,Foreclosure Proceedings
16447600,R,11/29/2012,52700,Foreclosure Proceedings
16451700,R,5/6/2014,29900,Foreclosure Proceedings
16457625,R,5/11/2011,33900,Foreclosure Proceedings
16496100,R,2/13/2013,48445,Foreclosure Proceedings
16505000,R,3/20/2014,93000,Foreclosure Proceedings
16505100,R,4/16/2013,28500,Foreclosure Proceedings
16516900,R,2/18/2014,44500,Foreclosure Proceedings
16517600,R,8/6/2013,72500,Foreclosure Proceedings
16518950,R,5/19/2014,51000,Foreclosure Proceedings
16550760,R,8/9/2013,329000,Foreclosure Proceedings
16563225,R,3/29/2012,57000,Foreclosure Proceedings
16574400,R,2/21/2014,68500,Foreclosure Proceedings
16582400,R,6/18/2012,54000,Foreclosure Proceedings
16584600,R,5/30/2012,57777,Foreclosure Proceedings
16593150,R,8/5/2013,18000,Foreclosure Proceedings
16598100,R,3/20/2012,63500,Foreclosure Proceedings
16622400,R,2/11/2011,51000,Foreclosure Proceedings
16625640,R,10/31/2012,32500,Foreclosure Proceedings
16683800,R,3/15/2012,70730,Foreclosure Proceedings
16700250,R,11/12/2012,195000,Foreclosure Proceedings
16705650,R,2/25/2014,48000,Foreclosure Proceedings
16718200,R,7/1/2013,57766,Foreclosure Proceedings
16740000,R,3/29/2011,4750000,Foreclosure Proceedings
16742900,R,9/14/2012,112900,Foreclosure Proceedings
16753400,R,4/10/2013,280000,Foreclosure Proceedings
16762200,R,8/17/2011,102000,Foreclosure Proceedings
16768200,R,9/13/2012,20000,Foreclosure Proceedings
16776197,R,8/20/2013,150000,Foreclosure Proceedings
16776198,R,8/20/2013,150000,Foreclosure Proceedings
16776201,R,8/20/2013,150000,Foreclosure Proceedings
16776210,R,8/20/2013,150000,Foreclosure Proceedings
16776211,R,8/20/2013,150000,Foreclosure Proceedings
16777700,R,8/5/2011,115000,Foreclosure Proceedings
16783001,R,11/11/2011,67900,Foreclosure Proceedings
16786851,M,4/25/2012,775000,Foreclosure Proceedings
16792800,R,7/5/2012,82000,Foreclosure Proceedings
16793200,R,10/21/2011,60000,Foreclosure Proceedings
16800200,R,5/15/2013,85000,Foreclosure Proceedings
16816950,R,11/16/2012,68502,Foreclosure Proceedings
16826900,R,1/28/2011,11100,Foreclosure Proceedings
16831350,R,1/30/2012,39000,Foreclosure Proceedings
16844400,R,4/12/2012,57000,Foreclosure Proceedings
16864750,R,11/13/2012,134900,Foreclosure Proceedings
16867240,R,3/11/2013,72000,Foreclosure Proceedings
16894500,R,2/2/2012,50000,Foreclosure Proceedings
16917325,R,6/26/2013,119000,Foreclosure Proceedings
16927600,R,4/20/2012,25000,Foreclosure Proceedings
16928500,R,7/19/2011,48500,Foreclosure Proceedings
16928600,R,1/29/2014,61500,Foreclosure Proceedings
16934100,R,3/26/2012,25000,Foreclosure Proceedings
16956350,R,8/20/2013,68000,Foreclosure Proceedings
16974300,R,5/27/2011,48000,Foreclosure Proceedings
16976000,R,11/14/2013,40000,Foreclosure Proceedings
16988850,R,7/19/2013,83000,Foreclosure Proceedings
17042000,R,10/11/2011,58800,Foreclosure Proceedings
17042005,R,7/2/2013,295000,Foreclosure Proceedings
17046800,R,9/24/2012,43261,Foreclosure Proceedings
17063550,R,5/16/2013,39000,Foreclosure Proceedings
17070025,R,7/13/2011,197000,Foreclosure Proceedings
17085500,R,5/13/2011,240000,Foreclosure Proceedings
17121100,R,3/5/2013,51113,Foreclosure Proceedings
17139400,R,2/24/2012,30207,Foreclosure Proceedings
17142500,R,1/28/2011,25000,Foreclosure Proceedings
17142900,R,1/27/2012,51132,Foreclosure Proceedings
17147824,M,5/16/2014,73923,Foreclosure Proceedings
17147922,E,6/24/2011,33500,Foreclosure Proceedings
17147965,R,6/10/2013,48000,Foreclosure Proceedings
17158700,R,1/27/2012,130000,Foreclosure Proceedings
17168010,R,11/1/2013,56113,Foreclosure Proceedings
17170975,R,4/29/2013,70148,Foreclosure Proceedings
17178050,R,9/18/2012,65000,Foreclosure Proceedings
17195312,R,7/17/2013,85500,Foreclosure Proceedings
17195381,R,4/24/2013,93000,Foreclosure Proceedings
17195387,R,1/23/2014,81452,Foreclosure Proceedings
17195577,R,10/29/2013,82500,Foreclosure Proceedings
17195615,M,5/15/2012,153000,Foreclosure Proceedings
17200800,R,9/19/2012,51500,Foreclosure Proceedings
17210750,R,8/21/2012,29700,Foreclosure Proceedings
17217000,R,11/30/2011,49900,Foreclosure Proceedings
17225000,R,2/6/2013,38499,Foreclosure Proceedings
17226700,E,6/19/2012,850000,Foreclosure Proceedings
17246500,R,4/4/2011,160000,Foreclosure Proceedings
17246950,R,1/16/2014,64000,Foreclosure Proceedings
17289647,R,4/18/2013,20000,Foreclosure Proceedings
17289648,R,4/2/2013,20000,Foreclosure Proceedings
17499249,R,10/24/2012,92000,Foreclosure Proceedings
19300620,R,6/7/2011,104000,Foreclosure Proceedings
19301190,R,5/30/2013,654100,Foreclosure Proceedings
19301390,R,3/28/2014,121300,Foreclosure Proceedings
19301560,R,9/26/2012,122000,Foreclosure Proceedings
19303270,R,8/23/2012,122750,Foreclosure Proceedings
19304020,R,6/13/2014,52000,Foreclosure Proceedings
19304040,R,4/30/2012,40000,Foreclosure Proceedings
19306360,R,7/19/2013,165000,Foreclosure Proceedings
19307550,R,7/12/2013,98000,Foreclosure Proceedings
19307820,R,9/13/2012,85000,Foreclosure Proceedings
19311360,R,8/1/2013,81000,Foreclosure Proceedings
19312770,R,2/12/2013,186501,Foreclosure Proceedings
19314700,R,7/15/2011,124000,Foreclosure Proceedings
19314840,R,5/14/2015,112550,Foreclosure Proceedings
19315690,R,1/27/2012,113000,Foreclosure Proceedings
19317840,R,1/28/2011,205000,Foreclosure Proceedings
19318130,R,6/1/2011,49800,Foreclosure Proceedings
19318200,R,7/24/2012,44853,Foreclosure Proceedings
19319080,R,6/8/2011,75000,Foreclosure Proceedings
19319090,R,3/9/2012,50450,Foreclosure Proceedings
19319330,R,1/10/2013,276000,Foreclosure Proceedings
19319810,R,5/23/2012,152900,Foreclosure Proceedings
19320300,R,12/22/2011,150000,Foreclosure Proceedings
19320690,R,10/27/2011,113365,Foreclosure Proceedings
19320880,R,4/28/2011,134000,Foreclosure Proceedings
19322200,R,11/15/2013,330000,Foreclosure Proceedings
19322330,R,5/23/2012,285000,Foreclosure Proceedings
19322890,R,10/25/2013,280000,Foreclosure Proceedings
19323190,R,12/31/2012,179000,Foreclosure Proceedings
19324440,R,4/24/2012,86650,Foreclosure Proceedings
19324500,R,5/23/2011,92500,Foreclosure Proceedings
19324560,R,7/30/2012,70000,Foreclosure Proceedings
19324740,R,11/25/2013,98000,Foreclosure Proceedings
19326020,R,4/5/2013,82900,Foreclosure Proceedings
19327230,R,1/17/2014,125000,Foreclosure Proceedings
19327340,R,6/12/2013,90000,Foreclosure Proceedings
19327830,R,4/11/2014,111200,Foreclosure Proceedings
19328810,R,8/7/2013,122500,Foreclosure Proceedings
19328920,R,3/28/2012,120000,Foreclosure Proceedings
19329410,R,12/21/2011,153000,Foreclosure Proceedings
19331760,R,1/14/2011,112875,Foreclosure Proceedings
19333190,R,7/14/2011,66150,Foreclosure Proceedings
19333590,R,3/4/2013,83000,Foreclosure Proceedings
19333760,R,1/24/2013,63197,Foreclosure Proceedings
19333830,R,1/20/2012,88000,Foreclosure Proceedings
19335250,R,1/30/2013,83765,Foreclosure Proceedings
19335790,R,7/29/2011,88000,Foreclosure Proceedings
19336500,R,7/30/2013,76000,Foreclosure Proceedings
19337170,R,4/3/2014,121500,Foreclosure Proceedings
19337320,R,1/13/2014,131500,Foreclosure Proceedings
19337470,R,5/23/2013,90000,Foreclosure Proceedings
19337590,R,7/9/2013,95005,Foreclosure Proceedings
19338210,R,12/12/2011,98000,Foreclosure Proceedings
19339300,R,10/22/2013,42000,Foreclosure Proceedings
19339520,R,3/18/2011,53010,Foreclosure Proceedings
19340100,R,5/24/2011,135600,Foreclosure Proceedings
19340620,R,11/22/2013,56830,Foreclosure Proceedings
19340880,R,3/13/2013,123000,Foreclosure Proceedings
19340990,R,4/1/2013,90000,Foreclosure Proceedings
19341440,R,8/5/2013,32000,Foreclosure Proceedings
19341750,R,3/23/2011,78900,Foreclosure Proceedings
19343400,R,5/9/2014,111000,Foreclosure Proceedings
19343770,R,8/31/2012,100000,Foreclosure Proceedings
19343800,R,10/22/2013,40155,Foreclosure Proceedings
19344110,R,10/28/2013,83113,Foreclosure Proceedings
19344200,R,7/2/2013,63000,Foreclosure Proceedings
19344320,R,5/1/2013,63000,Foreclosure Proceedings
19344870,R,3/21/2014,115000,Foreclosure Proceedings
19346340,C,3/29/2012,76000,Foreclosure Proceedings
19346520,F,4/21/2011,583500,Foreclosure Proceedings
19347130,R,12/19/2012,167000,Foreclosure Proceedings
19347190,R,4/15/2013,165000,Foreclosure Proceedings
19348800,R,11/26/2013,65900,Foreclosure Proceedings
19960330,R,3/3/2011,85000,Foreclosure Proceedings
19960350,R,5/24/2013,113000,Foreclosure Proceedings
19960410,R,12/13/2012,107900,Foreclosure Proceedings
19961310,R,10/31/2011,230000,Foreclosure Proceedings
19961520,R,2/28/2014,145000,Foreclosure Proceedings
19961570,F,1/31/2011,788740,Foreclosure Proceedings
19961760,R,3/12/2012,179900,Foreclosure Proceedings
19962350,R,1/30/2013,125700,Foreclosure Proceedings
19962510,R,1/28/2011,160000,Foreclosure Proceedings
19962710,R,9/17/2013,195000,Foreclosure Proceedings
19963020,R,8/24/2012,67125,Foreclosure Proceedings
19963040,R,10/31/2012,79000,Foreclosure Proceedings
19963110,R,7/31/2012,96000,Foreclosure Proceedings
19963120,R,9/12/2013,95250,Foreclosure Proceedings
19963150,R,1/22/2014,97700,Foreclosure Proceedings
19963430,R,6/22/2011,78300,Foreclosure Proceedings
19963490,R,2/16/2011,81000,Foreclosure Proceedings
19963580,R,6/22/2012,80600,Foreclosure Proceedings
19965710,R,5/21/2013,96600,Foreclosure Proceedings
19966090,R,5/19/2011,100000,Foreclosure Proceedings
19967010,R,1/3/2012,109000,Foreclosure Proceedings
19967300,R,8/22/2013,140000,Foreclosure Proceedings
19967680,R,4/3/2012,140000,Foreclosure Proceedings
19967960,R,9/19/2013,82000,Foreclosure Proceedings
19968250,R,5/6/2011,122000,Foreclosure Proceedings
19968910,R,5/17/2013,189900,Foreclosure Proceedings
19969560,R,11/22/2013,117000,Foreclosure Proceedings
19970220,R,1/12/2012,86699,Foreclosure Proceedings
19970270,R,4/16/2012,102000,Foreclosure Proceedings
19970460,R,1/14/2011,98800,Foreclosure Proceedings
19973900,R,2/18/2011,165500,Foreclosure Proceedings
19976060,R,2/3/2014,124900,Foreclosure Proceedings
19976200,R,1/16/2013,91000,Foreclosure Proceedings
19976280,R,1/26/2012,103000,Foreclosure Proceedings
19976550,R,12/17/2013,175000,Foreclosure Proceedings
19976560,R,12/16/2011,167000,Foreclosure Proceedings
19976780,R,10/7/2011,145000,Foreclosure Proceedings
19977560,R,10/12/2012,138500,Foreclosure Proceedings
19979260,R,5/3/2012,125000,Foreclosure Proceedings
19981130,R,8/19/2011,78000,Foreclosure Proceedings
19981230,R,8/27/2012,88100,Foreclosure Proceedings
19981260,R,8/30/2011,84500,Foreclosure Proceedings
19981970,R,3/7/2013,99419,Foreclosure Proceedings
19982360,R,7/9/2013,118101,Foreclosure Proceedings
19982990,R,6/24/2011,87000,Foreclosure Proceedings
19983060,R,9/18/2013,91500,Foreclosure Proceedings
19983110,R,1/13/2011,130000,Foreclosure Proceedings
